categories,latitude,longitude,display_phone,phone,unique_id,unique_alias,image_url,is_closed,location,name,price,rating,recommended_review_count,unrecommended_review_count,url,transactions
"[{'alias': 'italian', 'title': 'Italian'}]",47.60192427,-122.33509304,(206) 624-1111,+12066241111,TiLZFYuHRp0AQNVrSOiSpQ,84-yesler-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/GmPp9nvx0MmVG6pQKomMYg/o.jpg,False,"{'address1': '84 Yesler Way', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['84 Yesler Way', 'Seattle, WA 98104']}",84 Yesler,,5.0,71,4,https://www.yelp.com/biz/84-yesler-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",47.6118674,-122.333289,(206) 652-5400,+12066525400,pdsYTqc8SdlHL8sDkPs4Mw,the-cheesecake-factory-seattle-seattle,https://s3-media1.fl.yelpcdn.com/bphoto/-_GIFgncUjd3PuW082nrUg/o.jpg,False,"{'address1': '700 Pike St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['700 Pike St', 'Seattle, WA 98101']}",The Cheesecake Factory - Seattle,$$,3.5,964,136,https://www.yelp.com/biz/the-cheesecake-factory-seattle-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['restaurant_reservation']
"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",47.5653762817383,-122.386848449707,(206) 371-5078,+12063715078,xQevBdTGvOMpEadSjL8ZLw,raney-brothers-bbq-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/F-qn7yzSqiQDUOsqxK7z7A/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98116']}",Raney Brothers BBQ,$,4.0,52,8,https://www.yelp.com/biz/raney-brothers-bbq-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'portuguese', 'title': 'Portuguese'}]",47.60825,-122.34073,(206) 209-2239,+12062092239,EQHHYlJhWa7zs2Tkmx_s5A,jarrbar-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/GzLyZT8Fchc2os70JWL7kA/o.jpg,False,"{'address1': '1432 Western Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1432 Western Ave', 'Seattle, WA 98101']}",JarrBar,$$,4.5,125,11,https://www.yelp.com/biz/jarrbar-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",47.62075,-122.35782,(206) 691-0232,+12066910232,uHh9ajUnH3Fw3jhOoNpEGg,buckleys-on-queen-anne-seattle-2,https://s3-media3.fl.yelpcdn.com/bphoto/lfqT5SmG2cLYakbgNl6Z2A/o.jpg,False,"{'address1': '232 1st Ave W', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['232 1st Ave W', 'Seattle, WA 98119']}",Buckley's On Queen Anne,$$,3.5,363,27,https://www.yelp.com/biz/buckleys-on-queen-anne-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",47.55727,-122.33858,(206) 767-4777,+12067674777,kPf6ZfKaFuOZ7qFa8Us4xg,hudson-seattle,https://s3-media1.fl.yelpcdn.com/bphoto/m0ByLM0blMSAtkR1vusZjw/o.jpg,False,"{'address1': '5000 E Marginal Way S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98134', 'country': 'US', 'state': 'WA', 'display_address': ['5000 E Marginal Way S', 'Seattle, WA 98134']}",Hudson,$$,4.0,479,30,https://www.yelp.com/biz/hudson-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",47.6144905090332,-122.347023010254,(206) 588-8879,+12065888879,rdIPo_tJu6kAa4KysyFmpA,buckleys-in-belltown-seattle-3,https://s3-media2.fl.yelpcdn.com/bphoto/j81DZTztM08g0TxlZQ_04A/o.jpg,False,"{'address1': '2331 2nd Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2331 2nd Ave', 'Seattle, WA 98121']}",Buckley's In Belltown,$$,3.5,459,56,https://www.yelp.com/biz/buckleys-in-belltown-seattle-3?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",47.58334,-122.38686,(206) 937-8807,+12069378807,QtrzFsxjyk_PsLleZ814Sg,spring-house-thai-kitchen-and-pho-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/kwLFCHqVVlgUJVqPtOZRFg/o.jpg,False,"{'address1': '2223 California Ave SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['2223 California Ave SW', 'Seattle, WA 98116']}",Spring House Thai Kitchen & Pho,$$,4.0,65,5,https://www.yelp.com/biz/spring-house-thai-kitchen-and-pho-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'observatories', 'title': 'Observatories'}]",47.6204267816671,-122.349210015759,(800) 937-9582,+18009379582,pV54XOTsbxNpGMXTtj7TEw,skycafe-observation-deck-at-the-space-needle-seattle-2,https://s3-media2.fl.yelpcdn.com/bphoto/CBovkqANNTVfj1PT8ddXqQ/o.jpg,False,"{'address1': '400 Broad St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['400 Broad St', 'Seattle, WA 98109']}",SkyCafe Observation Deck at The Space Needle,$$,4.0,216,23,https://www.yelp.com/biz/skycafe-observation-deck-at-the-space-needle-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",47.60034,-122.33458,(206) 602-6046,+12066026046,4JP8b9tWlOSPUbaukD7CmQ,i5-pho-seattle-seattle-5,https://s3-media3.fl.yelpcdn.com/bphoto/05fpoQng4NHOPf5TQYeuGQ/o.jpg,False,"{'address1': '213 1st Ave S', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['213 1st Ave S', 'Seattle, WA 98104']}",i5 Pho Seattle,$$,4.5,159,13,https://www.yelp.com/biz/i5-pho-seattle-seattle-5?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]",47.6099156864369,-122.336679181717,(206) 623-0099,+12066230099,qY7iESdzNLo0Hya_FqjdgA,potbelly-sandwich-shop-seattle-8,https://s3-media2.fl.yelpcdn.com/bphoto/EzJG9Kt4R_MfYxqrqspHLA/o.jpg,False,"{'address1': '1429 4th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1429 4th Ave', 'Seattle, WA 98101']}",Potbelly Sandwich Shop,$,4.0,323,33,https://www.yelp.com/biz/potbelly-sandwich-shop-seattle-8?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",47.62443,-122.35768,,,CH9Eh9DT-lsao_qSCdC5bw,sai-sushi-and-sake-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/zg0xQoKLst97Bkp6NvKx9A/o.jpg,False,"{'address1': '25 W Mercer St', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['25 W Mercer St', 'Seattle, WA 98119']}",SAI Sushi & Sake,$$$$,5.0,47,7,https://www.yelp.com/biz/sai-sushi-and-sake-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['restaurant_reservation']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'salad', 'title': 'Salad'}]",47.61079,-122.34481,(206) 539-2200,+12065392200,NCGgR0h_oDzJ1-hdoyuoog,aerlume-seattle-2,https://s3-media1.fl.yelpcdn.com/bphoto/tpQxR0vmvc-hi3g-54bTDA/o.jpg,False,"{'address1': '2003 Western Ave', 'address2': 'Ste C', 'address3': None, 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2003 Western Ave', 'Ste C', 'Seattle, WA 98121']}",Aerlume,$$$$,4.0,202,13,https://www.yelp.com/biz/aerlume-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]",47.6032409667969,-122.328681945801,,,2l1vbc9zwpyTwzywo8Y17Q,where-ya-at-matt-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/cjycigyHwSSpO-hdkAuYCw/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['Seattle, WA 98104']}",Where Ya At Matt,$$,4.0,330,24,https://www.yelp.com/biz/where-ya-at-matt-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}, {'alias': 'delis', 'title': 'Delis'}]",47.57774,-122.38704,(206) 485-7185,+12064857185,KiLoT6b2i-BWKGkYIXfsWQ,pcc-community-markets-west-seattle-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/HhFV1OoV2QpHq8IZ495efw/o.jpg,False,"{'address1': '2749 California Ave SW', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['2749 California Ave SW', 'Seattle, WA 98116']}",PCC Community Markets - West Seattle,$$,4.0,91,24,https://www.yelp.com/biz/pcc-community-markets-west-seattle-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,[]
"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",47.570447,-122.370923,(425) 298-3292,+14252983292,DMwvKZrsmSuU7y2adJgazg,the-spot-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/jZSW_llipFSsYBf2yPAyFw/o.jpg,False,"{'address1': '2920 SW Avalon Way', 'address2': '', 'address3': None, 'city': 'Seattle', 'zip_code': '98126', 'country': 'US', 'state': 'WA', 'display_address': ['2920 SW Avalon Way', 'Seattle, WA 98126']}",The Spot,,4.5,57,8,https://www.yelp.com/biz/the-spot-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",47.61076,-122.34272,(206) 728-1937,+12067281937,iTACeAnIeyu-g1JzC6R8yA,virginia-inn-seattle,https://s3-media1.fl.yelpcdn.com/bphoto/_wJnVF77pIUf8UEbI_ykLw/o.jpg,False,"{'address1': '1937 1st Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1937 1st Ave', 'Seattle, WA 98101']}",Virginia Inn,$$,4.0,330,34,https://www.yelp.com/biz/virginia-inn-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",47.609948518755836,-122.33552087236808,(206) 971-8015,+12069718015,ElUusJtZDE4QL0cohv3-_w,frolik-kitchen-cocktails-seattle-2,https://s3-media1.fl.yelpcdn.com/bphoto/s2bhWVDXPq7xa73zW9JKug/o.jpg,False,"{'address1': '1415 5th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1415 5th Ave', 'Seattle, WA 98101']}",Frolik Kitchen + Cocktails,$$,3.5,842,69,https://www.yelp.com/biz/frolik-kitchen-cocktails-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'bars', 'title': 'Bars'}]",47.6270225,-122.3459822,(206) 218-1040,+12062181040,uxMkOgFI1XislcIMErBWUw,laredos-grill-seattle,https://s3-media1.fl.yelpcdn.com/bphoto/xfOx8KhBP5xeAReswfJ2GA/o.jpg,False,"{'address1': '555 Aloha St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['555 Aloha St', 'Seattle, WA 98109']}",Laredo's Grill,$$,4.0,461,49,https://www.yelp.com/biz/laredos-grill-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup', 'restaurant_reservation']"
"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",47.60677,-122.33791,(206) 467-4042,+12064674042,D1PaFW10wrTUEJMUedu-rQ,the-diller-room-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/ZnD5m5W3LtjgczghfD2SeA/o.jpg,False,"{'address1': '1224 1st Ave', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98101', 'country': 'US', 'state': 'WA', 'display_address': ['1224 1st Ave', 'Seattle, WA 98101']}",The Diller Room,$$,4.0,264,31,https://www.yelp.com/biz/the-diller-room-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'thai', 'title': 'Thai'}]",47.61817,-122.34727,(206) 728-1532,+12067281532,Vo7nLTPsdnxE7-CKIdhNAg,golden-singha-thai-cuisine-seattle,https://s3-media4.fl.yelpcdn.com/bphoto/Lxh4CF9l_t3VZcenZIm5rQ/o.jpg,False,"{'address1': '425 Cedar St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['425 Cedar St', 'Seattle, WA 98121']}",Golden Singha Thai Cuisine,$$,3.5,405,29,https://www.yelp.com/biz/golden-singha-thai-cuisine-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]",47.62475,-122.35727,(206) 294-3974,+12062943974,sCjygKB98dDxylziq6tV9A,mint-and-olives-seattle-3,https://s3-media1.fl.yelpcdn.com/bphoto/CH9vnyyLdmmN598y1FlWsw/o.jpg,False,"{'address1': '8 W Mercer St', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98119', 'country': 'US', 'state': 'WA', 'display_address': ['8 W Mercer St', 'Seattle, WA 98119']}",Mint & Olives,,4.5,83,15,https://www.yelp.com/biz/mint-and-olives-seattle-3?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'greek', 'title': 'Greek'}]",47.624183,-122.356566,(206) 284-3868,+12062843868,hahK82KsNbKXCeA8yjMmhg,athina-grill-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/XXq4jXqV-XrkKc6qs9mzDw/o.jpg,False,"{'address1': '528 Queen Anne Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['528 Queen Anne Ave N', 'Seattle, WA 98109']}",Athina Grill,$$,4.0,305,38,https://www.yelp.com/biz/athina-grill-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'korean', 'title': 'Korean'}, {'alias': 'seafood', 'title': 'Seafood'}]",47.6146582349208,-122.338383453643,(206) 327-9860,+12063279860,hk31VCyuTN99xZK4WNAlKA,marination-seattle-2,https://s3-media3.fl.yelpcdn.com/bphoto/w_kDVDjLabV31XvgpYYVfQ/o.jpg,False,"{'address1': '2000 6th Ave', 'address2': '', 'address3': 'Amazon Doppler', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2000 6th Ave', 'Amazon Doppler', 'Seattle, WA 98121']}",Marination,$$,4.0,304,12,https://www.yelp.com/biz/marination-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'cideries', 'title': 'Cideries'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'pizza', 'title': 'Pizza'}]",47.57821,-122.41289,(206) 708-6458,+12067086458,y5D89lOoCfrtzy4DmtK7QA,locust-cider-alki-beach-seattle-3,https://s3-media2.fl.yelpcdn.com/bphoto/JUl6D9ndOaszh4_-Nj33Qw/o.jpg,False,"{'address1': '2820 Alki Ave SW', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98116', 'country': 'US', 'state': 'WA', 'display_address': ['2820 Alki Ave SW', 'Seattle, WA 98116']}",Locust Cider - Alki Beach,,4.5,30,1,https://www.yelp.com/biz/locust-cider-alki-beach-seattle-3?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}]",47.63777,-122.35717,(206) 216-4446,+12062164446,FdXeE401B1cVGnjLYu85zg,el-mezcalito-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/hr2aqIbXsSvgfPwnzk4J7Q/o.jpg,False,"{'address1': '2123 Queen Anne Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['2123 Queen Anne Ave N', 'Seattle, WA 98109']}",El Mezcalito,$$,4.0,389,52,https://www.yelp.com/biz/el-mezcalito-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'german', 'title': 'German'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]",47.600446,-122.334371,(206) 602-6442,+12066026442,3brqIHHR7Fg34bWlKyDzMQ,altstadt-seattle-2,https://s3-media2.fl.yelpcdn.com/bphoto/q3LUBsTFzfIzh8uRb2BKmQ/o.jpg,False,"{'address1': '209 1st Ave S', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['209 1st Ave S', 'Seattle, WA 98104']}",Altstadt,$$,4.0,260,27,https://www.yelp.com/biz/altstadt-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'british', 'title': 'British'}]",47.6043203560938,-122.339461940475,(206) 485-7431,+12064857431,rKbQcDoi2e4SC1dznxz9gg,premier-meat-pies-seattle-2,https://s3-media3.fl.yelpcdn.com/bphoto/H4rIiu6vcc7cV6nzZBoIcw/o.jpg,False,"{'address1': '1001 Alaskan Way', 'address2': 'Ste 105', 'address3': '', 'city': 'Seattle', 'zip_code': '98104', 'country': 'US', 'state': 'WA', 'display_address': ['1001 Alaskan Way', 'Ste 105', 'Seattle, WA 98104']}",Premier Meat Pies,,4.5,142,11,https://www.yelp.com/biz/premier-meat-pies-seattle-2?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['pickup', 'delivery']"
"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",47.6169628,-122.346392,(206) 441-1084,+12064411084,bV-WWwIEKDZQsHckqq1z2A,uptown-espresso-belltown-seattle,https://s3-media2.fl.yelpcdn.com/bphoto/22xvOH6zgRFBmZAfmPUGOQ/o.jpg,False,"{'address1': '2504 4th Ave', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98121', 'country': 'US', 'state': 'WA', 'display_address': ['2504 4th Ave', 'Seattle, WA 98121']}",Uptown Espresso - Belltown,$,4.0,278,25,https://www.yelp.com/biz/uptown-espresso-belltown-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'catering', 'title': 'Caterers'}]",47.61995,-122.3565613,(206) 285-7710,+12062857710,rmDupSgIm6zCE6RgAKhibA,uptown-china-restaurant-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/nxakbirfHju4NZeRRuDXmQ/o.jpg,False,"{'address1': '200 Queen Anne Ave N', 'address2': '', 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['200 Queen Anne Ave N', 'Seattle, WA 98109']}",Uptown China Restaurant,$$,3.5,439,63,https://www.yelp.com/biz/uptown-china-restaurant-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,"['delivery', 'pickup']"
"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",47.626933,-122.342599,(206) 457-5272,+12064575272,m7hqwHm3y-afNBsrPfHwww,tanoor-seattle-3,https://s3-media4.fl.yelpcdn.com/bphoto/TBcvpSmx2AB9DtiOxkKoXA/o.jpg,False,"{'address1': '803 Dexter Ave N', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['803 Dexter Ave N', 'Seattle, WA 98109']}",Tanoor,$$,4.5,109,11,https://www.yelp.com/biz/tanoor-seattle-3?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
"[{'alias': 'cafes', 'title': 'Cafes'}]",47.6209236821059,-122.350430541525,(206) 753-4935,+12067534935,_TsoCqXgITxR4XAB6Hk-6g,collections-cafe-seattle,https://s3-media3.fl.yelpcdn.com/bphoto/9XFe6yrPKVOlCQjmPJx4Vg/o.jpg,False,"{'address1': '305 Harrison St', 'address2': None, 'address3': '', 'city': 'Seattle', 'zip_code': '98109', 'country': 'US', 'state': 'WA', 'display_address': ['305 Harrison St', 'Seattle, WA 98109']}",Collections Cafe,$$,4.0,278,14,https://www.yelp.com/biz/collections-cafe-seattle?adjust_creative=m0p_ijEYt-_sLoK9ZhaTXw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=m0p_ijEYt-_sLoK9ZhaTXw,['delivery']
